Part Number▲▼;Product Image;Description▲▼;Voltage▲▼;Capacitance▲▼;Dielectric▲▼;Lead Spacing(mm/inch)▲▼;Packaging▲▼;Lead Style▲▼;Image path
WKP102MCPERTKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP102MCPERUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP102MCPERYKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP102MCPERZKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Reel;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP102MCPTH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP102MCPYE0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;10 mm / 0.400 inch;Bulk;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP102MCPYREKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Reel;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP151KCPEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);150;Y5T;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP151KCPTDRKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);150;Y5T;10 mm / 0.400 inch;Reel;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP151KCPYG0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);150;Y5T;12.5 mm / 0.500 inch;BULK;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP151MCPDF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);150;Y5T;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP151MCPEB0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);150;Y5T;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP151MCPEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);150;Y5T;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP151MCPERUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);150;Y5T;12.5 mm / 0.500 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP152KCPDJ0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP152KCPED0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;12.5 mm / 0.500 inch;BULK;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP152KCPTDRKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;10 mm / 0.400 inch;Reel;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP152MCPEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP152MCPEH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP152MCPEJ0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP152MCPERUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;12.5 mm / 0.500 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP152MCPERYKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;12.5 mm / 0.500 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP152MCPQG0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;12.5 mm / 0.500 inch;Bulk;Snap-In;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP152MCPTH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;12.5 mm / 0.500 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP221KCPDD0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);220;Y5T;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP221KCPED0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);220;Y5T;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP221KCPEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);220;Y5T;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP221KCPERUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);220;Y5T;12.5 mm / 0.500 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP221KCPTERKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);220;Y5T;12.5 mm / 0.500 inch;Reel;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP221MCPDF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);220;Y5T;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP221MCPDRUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);220;Y5T;10 mm / 0.400 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP221MCPED0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);220;Y5T;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP221MCPEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);220;Y5T;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP221MCPERUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);220;Y5T;12.5 mm / 0.500 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP221MCPERYKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);220;Y5T;12.5 mm / 0.500 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222KCPED0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222KCPEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222KCPERUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222KCPERZKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Reel;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222KCPQH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Bulk;Snap-In;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222KCPTH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222KCPYH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Bulk;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222MCPDF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222MCPDH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222MCPDJ0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222MCPDRUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;10 mm / 0.400 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222MCPED0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222MCPEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222MCPEFGKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;BULK;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222MCPEH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222MCPEJ0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222MCPERUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222MCPERYKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222MCPQH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Bulk;Snap-In;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222MCPSNZKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;10 mm / 0.400 inch;Reel;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222MCPTERKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Reel;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222MCPTG0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222MCPTH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222MCPYE0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;10 mm / 0.400 inch;Bulk;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP222MCPYH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);2200;Y5U;12.5 mm / 0.500 inch;Bulk;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP330KCPTDRKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);33;N750;10 mm / 0.400 inch;Reel;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP330MCPDF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);33;N750;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP330MCPDRUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);33;N750;10 mm / 0.400 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP330MCPEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);33;N750;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP330MCPERUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);33;N750;12.5 mm / 0.500 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP331KCPDD0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);330;Y5U;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP331KCPEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);330;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP331KCPTDRKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);330;Y5U;10 mm / 0.400 inch;Reel;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP331MCPDF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);330;Y5U;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP331MCPDRUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);330;Y5U;10 mm / 0.400 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP331MCPED0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);330;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP331MCPEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);330;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP331MCPERUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);330;Y5U;12.5 mm / 0.500 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP331MCPQG0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);330;Y5U;12.5 mm / 0.500 inch;Bulk;Snap-In;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP331MCPTE0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);330;Y5U;10 mm / 0.400 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP332MCPDF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);3300;Y5U;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP332MCPDJ0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);3300;Y5U;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP332MCPDRUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);3300;Y5U;10 mm / 0.400 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP332MCPED0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);3300;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP332MCPEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);3300;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP332MCPEH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);3300;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP332MCPEJ0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);3300;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP332MCPERTKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);3300;Y5U;12.5 mm / 0.500 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP332MCPERUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);3300;Y5U;12.5 mm / 0.500 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP332MCPTH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);3300;Y5U;12.5 mm / 0.500 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP332MCPYE0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);3300;Y5U;10 mm / 0.400 inch;Bulk;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP332MCPYREKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);3300;Y5U;12.5 mm / 0.500 inch;Reel;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP392MCPEH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);3900;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP392MCPEJ0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);3900;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP470KCPED0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);47;Y5S;12.5 mm / 0.500 inch;BULK;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP470KCPEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);47;Y5S;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP470MCPDF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);47;Y5S;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP470MCPDRUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);47;Y5S;10 mm / 0.400 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP470MCPED0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);47;Y5S;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP470MCPEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);47;Y5S;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP470MCPEH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);47;Y5S;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP470MCPERYKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);47;Y5S;12.5 mm / 0.500 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP471KCPED0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);470;Y5U;12.5 mm / 0.500 inch;BULK;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
WKP471MCPDD0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);470;Y5U;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22206.png
