Part Number▲▼,Product Image,Package▲▼,Dimensions(mm)▲▼,Carrier Frequency(kHz)▲▼,AGC▲▼,Transmission DistanceTyp.(m)▲▼,Detection Threshold /Sensitivity Typ.▲▼,Half ViewingAngle(°)▲▼,Supply CurrentTyp.(mA)▲▼,Pinning▲▼,Recommended for RemoteControl Code▲▼,Application▲▼,Mounting▲▼,Image path
TSOP6538,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,38,AGC5,18,0.2,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82457.png
TSOP6540,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,40,AGC5,18,0.2,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82457.png
TSOP6556,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,56,AGC5,18,0.2,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82457.png
TSOP75230,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,30,AGC2,26,0.1,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82494.png
TSOP75230W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,30,AGC2,18,0.2,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82496.png
TSOP75233,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,33,AGC2,26,0.1,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82494.png
TSOP75233W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,33,AGC2,18,0.2,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82496.png
TSOP75236,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,36,AGC2,26,0.1,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82494.png
TSOP75236W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,36,AGC2,18,0.2,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82496.png
TSOP75238,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC2,26,0.1,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82494.png
TSOP75238W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,38,AGC2,18,0.2,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82496.png
TSOP75240,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,40,AGC2,26,0.1,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82494.png
TSOP75240W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,40,AGC2,18,0.2,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82496.png
TSOP75256,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,56,AGC2,26,0.1,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82494.png
TSOP75256W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,56,AGC2,18,0.2,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82496.png
TSOP75330,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,30,AGC3,24,0.12,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82495.png
TSOP75330W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,30,AGC3,16,0.23,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82497.png
TSOP75333,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,33,AGC3,24,0.12,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82495.png
TSOP75333W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,33,AGC3,16,0.23,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82497.png
TSOP75336,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,36,AGC3,24,0.12,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",MCIR,Remote control,SMD,image/ir-receiver-modules/82495.png
TSOP75336W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,36,AGC3,16,0.23,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",MCIR,Remote control,SMD,image/ir-receiver-modules/82497.png
TSOP75338,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC3,24,0.12,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",RECS-80 Code,Remote control,SMD,image/ir-receiver-modules/82495.png
TSOP75338,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC3,24,0.12,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",r-map,Remote control,SMD,image/ir-receiver-modules/82495.png
TSOP75338,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC3,24,0.12,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",XMP,Remote control,SMD,image/ir-receiver-modules/82495.png
TSOP75338W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,38,AGC3,16,0.23,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",RECS-80 Code,Remote control,SMD,image/ir-receiver-modules/82497.png
TSOP75338W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,38,AGC3,16,0.23,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",r-map,Remote control,SMD,image/ir-receiver-modules/82497.png
TSOP75338W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,38,AGC3,16,0.23,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",XMP,Remote control,SMD,image/ir-receiver-modules/82497.png
TSOP75340,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,40,AGC3,24,0.12,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82495.png
TSOP75340W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,40,AGC3,16,0.23,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82497.png
TSOP75356,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,56,AGC3,24,0.12,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82495.png
TSOP75356W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,56,AGC3,16,0.23,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82497.png
TSOP75430,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,30,AGC4,26,0.1,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82494.png
TSOP75430W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,30,AGC4,18,0.2,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82496.png
TSOP75433,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,33,AGC4,26,0.1,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82494.png
TSOP75433W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,33,AGC4,18,0.2,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82496.png
TSOP75436,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,36,AGC4,26,0.1,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",RC-5,Remote control,SMD,image/ir-receiver-modules/82494.png
TSOP75436,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,36,AGC4,26,0.1,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",RC-6,Remote control,SMD,image/ir-receiver-modules/82494.png
TSOP75436,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,36,AGC4,26,0.1,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",Panasonic,Remote control,SMD,image/ir-receiver-modules/82494.png
TSOP75436W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,36,AGC4,18,0.2,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",RC-5,Remote control,SMD,image/ir-receiver-modules/82496.png
TSOP75436W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,36,AGC4,18,0.2,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",RC-6,Remote control,SMD,image/ir-receiver-modules/82496.png
TSOP75436W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,36,AGC4,18,0.2,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",Panasonic,Remote control,SMD,image/ir-receiver-modules/82496.png
TSOP75438,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC4,26,0.1,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",NEC,Remote control,SMD,image/ir-receiver-modules/82494.png
TSOP75438,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC4,26,0.1,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",Sharp,Remote control,SMD,image/ir-receiver-modules/82494.png
TSOP75438,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC4,26,0.1,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",Mitsubishi,Remote control,SMD,image/ir-receiver-modules/82494.png
TSOP75438W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,38,AGC4,18,0.2,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",NEC,Remote control,SMD,image/ir-receiver-modules/82496.png
TSOP75438W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,38,AGC4,18,0.2,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",Sharp,Remote control,SMD,image/ir-receiver-modules/82496.png
TSOP75438W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,38,AGC4,18,0.2,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",Mitsubishi,Remote control,SMD,image/ir-receiver-modules/82496.png
TSOP75440,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,40,AGC4,26,0.1,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82494.png
TSOP75440W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,40,AGC4,18,0.2,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82496.png
TSOP75456,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,56,AGC4,26,0.1,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",Thomson RCA,Remote control,SMD,image/ir-receiver-modules/82494.png
TSOP75456W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,56,AGC4,18,0.2,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",Thomson RCA,Remote control,SMD,image/ir-receiver-modules/82496.png
TSOP75530,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,30,AGC5,24,0.12,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82495.png
TSOP75530W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,30,AGC5,16,0.23,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82497.png
TSOP75533,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,33,AGC5,24,0.12,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82495.png
TSOP75533W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,33,AGC5,16,0.23,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82497.png
TSOP75536,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,36,AGC5,24,0.12,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82495.png
TSOP75536W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,36,AGC5,16,0.23,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82497.png
TSOP75538,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC5,24,0.12,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82495.png
TSOP75538W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,38,AGC5,16,0.23,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82497.png
TSOP75540,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,40,AGC5,24,0.12,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82495.png
TSOP75540W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,40,AGC5,16,0.23,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82497.png
TSOP75556,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,56,AGC5,24,0.12,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82495.png
TSOP75556W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,56,AGC5,16,0.23,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82497.png
TSOP75G36,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,36,,24,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82733.png
TSOP75S40,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,40,AGC-S,26,0.1,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,TV,SMD,image/ir-receiver-modules/84211.png
TSOP75S40W,Enlarge,Heimdall no lens,6.8 W x 2.3 H x 3.2 D,40,AGC-S,18,0.2,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,TV,SMD,image/ir-receiver-modules/84212.png
TSOP75S56,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,56,AGC-S,26,0.1,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,TV,SMD,image/ir-receiver-modules/84211.png
TSOP75S56W,Enlarge,Heimdall no lens,6.8 W x 2.3 H x 3.2 D,56,AGC-S,18,0.2,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,TV,SMD,image/ir-receiver-modules/84212.png
TSOP77230,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,30,AGC2,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82471.png
TSOP77230W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,30,AGC2,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82466.png
TSOP77233,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,33,AGC2,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82471.png
TSOP77233W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,33,AGC2,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82466.png
TSOP77236,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,36,AGC2,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82471.png
TSOP77236W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,36,AGC2,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82466.png
TSOP77238,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC2,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82471.png
TSOP77238W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,38,AGC2,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82466.png
TSOP77240,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,40,AGC2,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",Sony,Remote control,SMD,image/ir-receiver-modules/82471.png
TSOP77240W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,40,AGC2,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",Sony,Remote control,SMD,image/ir-receiver-modules/82466.png
TSOP77256,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,56,AGC2,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",Cisco,Remote control,SMD,image/ir-receiver-modules/82471.png
TSOP77256W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,56,AGC2,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",Cisco,Remote control,SMD,image/ir-receiver-modules/82466.png
TSOP77330,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,30,AGC3,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82465.png
TSOP77330W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,30,AGC3,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82467.png
TSOP77333,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,33,AGC3,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82465.png
TSOP77333W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,33,AGC3,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82467.png
TSOP77336,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,36,AGC3,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",MCIR,Remote control,SMD,image/ir-receiver-modules/82465.png
TSOP77336,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,36,AGC3,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",RCMM,Remote control,SMD,image/ir-receiver-modules/82465.png
TSOP77336W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,36,AGC3,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",MCIR,Remote control,SMD,image/ir-receiver-modules/82467.png
TSOP77336W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,36,AGC3,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",RCMM,Remote control,SMD,image/ir-receiver-modules/82467.png
TSOP77338,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC3,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",RECS-80 Code,Remote control,SMD,image/ir-receiver-modules/82465.png
TSOP77338,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC3,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",XMP,Remote control,SMD,image/ir-receiver-modules/82465.png
TSOP77338W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,38,AGC3,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",RECS-80 Code,Remote control,SMD,image/ir-receiver-modules/82467.png
TSOP77338W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,38,AGC3,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",XMP,Remote control,SMD,image/ir-receiver-modules/82467.png
TSOP77340,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,40,AGC3,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82465.png
TSOP77340W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,40,AGC3,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82467.png
TSOP77356,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,56,AGC3,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",r-map,Remote control,SMD,image/ir-receiver-modules/82465.png
TSOP77356W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,56,AGC3,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",r-map,Remote control,SMD,image/ir-receiver-modules/82467.png
TSOP77430,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,30,AGC4,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82471.png
TSOP77430W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,30,AGC4,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82466.png
TSOP77433,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,33,AGC4,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82471.png
TSOP77433W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,33,AGC4,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82466.png
TSOP77436,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,36,AGC4,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",RC-5,Remote control,SMD,image/ir-receiver-modules/82471.png
TSOP77436,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,36,AGC4,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",RC-6,Remote control,SMD,image/ir-receiver-modules/82471.png
TSOP77436,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,36,AGC4,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",Panasonic,Remote control,SMD,image/ir-receiver-modules/82471.png
TSOP77436W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,36,AGC4,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",RC-5,Remote control,SMD,image/ir-receiver-modules/82466.png
TSOP77436W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,36,AGC4,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",RC-6,Remote control,SMD,image/ir-receiver-modules/82466.png
TSOP77436W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,36,AGC4,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",Panasonic,Remote control,SMD,image/ir-receiver-modules/82466.png
TSOP77438,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC4,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",NEC,Remote control,SMD,image/ir-receiver-modules/82471.png
TSOP77438,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC4,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",Sharp,Remote control,SMD,image/ir-receiver-modules/82471.png
TSOP77438,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC4,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",Mitsubishi,Remote control,SMD,image/ir-receiver-modules/82471.png
TSOP77438,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,38,AGC4,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",Sejin 4PPM,Remote control,SMD,image/ir-receiver-modules/82471.png
TSOP77438W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,38,AGC4,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",NEC,Remote control,SMD,image/ir-receiver-modules/82466.png
TSOP77438W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,38,AGC4,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",Sharp,Remote control,SMD,image/ir-receiver-modules/82466.png
TSOP77438W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,38,AGC4,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",Sejin 4PPM,Remote control,SMD,image/ir-receiver-modules/82466.png
TSOP77438W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,38,AGC4,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",Mitsubishi,Remote control,SMD,image/ir-receiver-modules/82466.png
TSOP77440,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,40,AGC4,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82471.png
TSOP77440W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,40,AGC4,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",,Remote control,SMD,image/ir-receiver-modules/82466.png
TSOP77456,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,56,AGC4,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",r-step,Remote control,SMD,image/ir-receiver-modules/82471.png
TSOP77456,Enlarge,Heimdall,6.8 W x 3.0 H x 3.2 D,56,AGC4,18,0.2,± 50,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",Thomson RCA,Remote control,SMD,image/ir-receiver-modules/82471.png
TSOP77456W,Enlarge,Heimdall no lens,6.8 W x 3.0 H x 2.35 D,56,AGC4,12,0.4,± 75,0.35,"1, 4 = GND, 2 = VS, 3 = OUT",r-step,Remote control,SMD,image/ir-receiver-modules/82466.png
